"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.056143860671984,0.110370149528764,0.158287601938235,0.396389474673711,0.180045808732794,0.127430923238044,0.104137122714567,0.202875844428439,0.438142113386238,0.261458567039838,0.34679500918423
"2",0.0618595969703135,0.192045761753778,0.142468085104272,0.362859214774305,0.285349787811131,0.175958493529855,0.0795358343069967,0.0798574196346528,0.409902901672715,0.209193688227797,0.275998949810571
"3",0.069140617799403,0.222367783072896,0.0952670414369109,0.420150897474032,0.0721535834468896,0.0690779191756409,0.0162479773531915,0.0643435529413507,0.434787757199144,0.172916385779985,0.212234136890333
"4",0.0596598485231732,0.289924932846503,0.143648956006689,0.428159419390999,0.189856208565883,0.0953236925503723,0.0863368129493906,0.142886569632335,0.375600160654483,0.247993243844433,0.317033856937713
"5",0.0668851254901011,0.390553367503634,0.0969177343470102,0.412402368979713,0.287628290980525,0.136754014802423,0.0343899899115161,0.111085356714848,0.301598137666159,0.137757069796569,0.275107779910695
"6",0.0208099815565738,0,0.168217113066898,0,0.296405154440811,0,0,0,0.121221472497623,0.0958135918408472,0.128213668191659
"7",0.0110340509845472,0.28573113009908,0.0147148232448605,0.539872229189078,0.0805986919963295,0.0673886433432991,0.030877925492255,0.0368914091720001,0.208509123232943,0.128852166211197,0.0528326515030791
"8",0.0360389275567109,0,0.13038273854526,0.488390762450168,0.263355574011254,0.090745774733619,0.0345630662155938,0.0268051923831835,0.435495252026002,0.122017636601063,0.228856334209178
"9",0,0,0.015282443869183,0.622625943523729,0.215534725678378,0.100311715795095,0,0.0445348242271821,0,0.174195915897851,0.182171174673443
"10",0.0427048341265594,0,0.137309749503313,0.403534036985744,0.187864691315166,0.16121064768915,0.041607972717968,0.123781290504253,0.457762254250812,0.198479335089281,0.268961193452664
"11",0.00833970740254067,0.370282108529169,0.166246460586171,0.342914571760263,0.169901361686693,0.173077867033418,0.0673705763227729,0.130277824683872,0.357792800453959,0.190970673360868,0.373657572284902
"12",0.0242986302998606,0.147136442493516,0.208870265446273,0,0.299364547295901,0.0385553692064194,0.0515207058791165,0.111674521078028,0.395995013872503,0.253942007640705,0.220677853428123
"13",0.0382099274086238,0.327796492597772,0.206563647228052,0.430582160384258,0.195576619071715,0.209858713087618,0.102126885892962,0.0679839579108923,0.307371844490491,0.140817555313546,0.202301236755665
"14",0.0343518366701255,0.183165355804262,0.21331896462695,0.346080208040224,0.215783453117547,0.111026003746123,0.0740841148145454,0.0761535478461417,0.45599749221397,0.216218827656523,0.386198111572896
"15",0.0290631512504629,0,0.12223966141592,0.404470055634751,0.173431975882793,0.14814419807938,0.0702335563818425,0.125737805990433,0.335380426900449,0.223781664486483,0.400398162630983
"16",0,0,0.186458020737582,0,0.0578548827331711,0,0.0265876269041661,0.0758322862058129,0.588051713200828,0.0904675804668093,0
"17",0.0163419147212606,0.194447342565014,0.13927210329598,0.418912185720837,0.19027594849287,0.0298400257419804,0.0771369741721937,0.0624908810697766,0.417302308611664,0.250852096140232,0.329539134116448
"18",0.0663138752663758,0.347711050442385,0.176074060732013,0.322011739731056,0.205211998917741,0.125881338403226,0.102903057331361,0.0939045485760976,0.383066074232594,0.260308765818603,0.433960832265218
"19",0.0480535525048574,0.186341079995766,0.118816788859906,0.352080552832765,0.308249137533346,0.116977613758975,0.0615398617408353,0.116852908539931,0.407327228959596,0.242637295063344,0.341485783016809
"20",0.0242314278600787,0.109921297804196,0.148984602341855,0.346230065767369,0.29276983737393,0.108729169386461,0.118888578795992,0.0675851201185962,0.459054260305404,0.256298026186497,0.392663856074041
"21",0.0271528889013424,0.336175504596017,0.180107762347689,0.345649592758151,0.295593847097142,0.11671313062096,0.0878330369395989,0.0537476960107179,0.429581034218823,0.313281431542692,0.379447867557297
"22",0.0149527243751856,0.349064262698509,0.180069793829034,0.323264936120028,0.240148716539695,0.0645129448059999,0.0527947580732721,0.105652265776376,0.440602870207987,0.258350844169979,0.393131157414781
"23",0.0167230603978768,0.193922559948304,0.0987422959325714,0.352233174467875,0.167034219179821,0.104230911574936,0.095045878057615,0.103850632485974,0.407955153889612,0.310644537127092,0.404181276680424
"24",0.0157824119277642,0,0.183344708539726,0.38800112360723,0.258872484962339,0.0454786572931758,0.0729135871438116,0.0894353092777155,0.486853330453771,0.317457026499834,0.210648529821418
"25",0.0394897394404441,0.180176264314266,0.186215262115421,0.363342559632904,0.201215821249947,0.102008009447264,0.109362429756035,0.0618637992802499,0.456846506374593,0.356794047289897,0.395141271818506
"26",0.0146638387656763,0.199759618261676,0.105989287778763,0.413711099645929,0.125602897709716,0.0814514947930283,0.0343269118702968,0.0600668427765749,0.490878917900304,0.250967556361547,0.331928884656303
"27",0.03341330246098,0,0.165915173382882,0.396635364504433,0.252768225342971,0.0802797211984014,0.0523471294155103,0.12955225658447,0.39483174486451,0.229711165993647,0.319258831120228
"28",0.0502283130308295,0.360847054924858,0.163336875666379,0.381034175282023,0.208361633204215,0.153232765759938,0.0531743548637693,0.0765279048094155,0.40370439581544,0.218672367099155,0.332175821441445
"29",0.0820169412084478,0.182427644187717,0.0879510483279005,0.344686345163662,0.170779209228407,0.122473427900644,0.0548626609343487,0.148608106143336,0.47206569779903,0.277303172878083,0.382316536616029
"30",0.0368176555438011,0.35611855818892,0.100389439303267,0.329797848895029,0.252402710995767,0.0975363091401745,0.0264156520774481,0.11120447617314,0.463911780930692,0.206416608954299,0.379028567003465
"31",0.0451598272656289,0,0.113706772078068,0.428972783152573,0.22332170743842,0.0685146453177731,0.0489169495397166,0.0800908065186102,0.474898724990552,0.208411614197755,0.397480650848917
"32",0.0431932541476018,0.460742198527156,0.151136817140889,0.329740059226433,0.249441258342412,0.068395809209501,0.0461838531188773,0.0897751726966289,0.486060177264506,0.166773072961328,0.273351127099306
"33",0.0413194073525691,0,0.12779447967457,0.414864561665834,0.143613867077671,0.0568873817435337,0.0621630847446827,0.0708847857135676,0.493998745027971,0.186362954087762,0.292997826038161
"34",0.0341906538884097,0.305976495021396,0.167999760003134,0.352494417386169,0.182557927747957,0.0731485295388537,0.0201608746810979,0.0672674808963036,0.473538940124746,0.237427509909661,0.287456090981715
"35",0.0641739641714099,0.371143518236861,0.156875011514135,0.391906660876308,0.219041365426405,0.0921692420754066,0.0515297363452774,0.0935584865414122,0.361442612351732,0.248791342103687,0.290675983571047
"36",0.0363010494093679,0.449518593993137,0.154431119542557,0.321707645361127,0.233629001853579,0.112351880510943,0.0760579340823714,0.103790730369701,0.428751643896512,0.27619811809164,0.28829707630134
